"n_tested","pct_survive","mean_raw","mean_adj","mean_atten"
256,6.25,0.143341890724432,0.111866362183651,0.031475528540781
256,8.984375,0.118392307487642,0.148599367025576,-0.030207059537934
256,4.6875,0.13459702855523,0.115515970528044,0.0190810580271859
256,9.765625,0.135243922073688,0.144430036515028,-0.00918611444134011
256,7.8125,0.110100011617281,0.128190074149339,-0.018090062532058
256,5.46875,0.0992496171965811,0.130823499165165,-0.0315738819685842
256,6.640625,0.101092483057159,0.130166253283581,-0.029073770226422
256,7.421875,0.121406344539527,0.13303554026772,-0.0116291957281928
256,7.421875,0.12947387005291,0.126433051787914,0.00304081826499648
256,8.203125,0.129750549465394,0.137534638783912,-0.00778408931851744
256,10.15625,0.13596562554357,0.141900049835192,-0.00593442429162265
256,7.8125,0.119960260032891,0.12517910628571,-0.00521884625281818
256,7.421875,0.11652962591925,0.141551414096951,-0.0250217881777013
256,7.03125,0.132638712522137,0.13016486502496,0.00247384749717701
256,13.671875,0.120696859076858,0.15311804369909,-0.0324211846222316
256,10.15625,0.143565729774625,0.14888308944381,-0.00531735966918529
256,6.25,0.111685558372121,0.128795786670052,-0.0171102282979318
256,6.640625,0.122400137906794,0.135331571254884,-0.0129314333480902
256,8.984375,0.116459932059249,0.132864630167129,-0.0164046981078799
256,8.203125,0.111995862783573,0.130218971969033,-0.0182231091854603
256,6.640625,0.113168422295715,0.123300108129892,-0.0101316858341775
256,2.734375,0.12110902539607,0.115871165750503,0.0052378596455675
256,10.546875,0.131650179313355,0.159183018406669,-0.0275328390933138
256,6.640625,0.113630034712988,0.124610934762315,-0.0109809000493269
256,7.421875,0.115728440558062,0.128589513449988,-0.0128610728919261
256,6.640625,0.124295122436226,0.136243171162218,-0.0119480487259914
256,8.984375,0.125903898419652,0.146644137346145,-0.0207402389264931
256,4.6875,0.109865012972032,0.115588314930603,-0.00572330195857176
256,7.03125,0.120575520295184,0.116572161675992,0.00400335861919198
256,5.859375,0.127080211005184,0.130512699948941,-0.00343248894375691
256,5.859375,0.124645809142207,0.121715421145009,0.00293038799719767
256,8.203125,0.129861983400729,0.13072884263717,-0.000866859236441145
256,5.859375,0.0969917956084181,0.115505359977045,-0.0185135643686264
256,9.375,0.12316337193293,0.143723961537673,-0.0205605896047429
256,8.984375,0.106836035413116,0.131728284122232,-0.0248922487091153
256,8.203125,0.119866823448768,0.144686638412865,-0.0248198149640974
256,7.421875,0.113802313502638,0.134204814763813,-0.0204025012611743
256,7.421875,0.11933334960397,0.12743125279896,-0.00809790319498976
256,7.03125,0.117094733307171,0.13923586244819,-0.0221411291410187
256,7.03125,0.107123786186581,0.119027239697289,-0.0119034535107079
256,3.90625,0.115087279456086,0.101735367461566,0.01335191199452
