"n_tested","n_survive","pct_survive","mean_atten","mean_raw","mean_adj"
256,16,6.25,0.0244400712016669,0.145964191754369,0.121524120552703
256,17,6.640625,-0.0259593014658496,0.102635539851941,0.128594841317791
256,9,3.515625,0.0213115122048421,0.140177700496996,0.118866188292154
256,29,11.328125,0.0146435489160536,0.16812673878846,0.153483189872407
256,23,8.984375,-0.032953608320608,0.118153453255965,0.151107061576573
256,14,5.46875,0.00269776207241965,0.123599333869868,0.120901571797449
256,18,7.03125,-0.0344512138987142,0.101923670788486,0.1363748846872
256,13,5.078125,-0.0247777748651604,0.100481423646719,0.12525919851188
256,7,2.734375,-0.00618642323477537,0.103268058598319,0.109454481833094
256,20,7.8125,0.00984801569168861,0.145568403072804,0.135720387381115
256,15,5.859375,-0.00156810004213875,0.123688777271926,0.125256877314065
256,15,5.859375,0.00617583988231838,0.125062391539932,0.118886551657613
256,16,6.25,-0.0195848387415767,0.106443279792548,0.126028118534125
256,15,5.859375,0.00315457242599669,0.140240503398464,0.137085930972467
256,21,8.203125,0.0281662759165644,0.154001549345237,0.125835273428673
256,28,10.9375,-0.0401995981168895,0.128906590093287,0.169106188210176
256,18,7.03125,-0.00724230410190327,0.124802681379096,0.132044985480999
256,19,7.421875,0.0271421616519745,0.147243810496216,0.120101648844241
256,19,7.421875,0.00177179650533421,0.131271560262352,0.129499763757018
256,11,4.296875,-0.00719319307316801,0.117759594141731,0.124952787214899
256,12,4.6875,0.011097861433649,0.131922912356237,0.120825050922588
256,17,6.640625,0.00702077085185823,0.131061102419703,0.124040331567845
256,16,6.25,0.00111828197472757,0.124148089018891,0.123029807044164
256,9,3.515625,-0.00210564663071112,0.109621523762306,0.111727170393017
256,11,4.296875,0.00684205899726867,0.125311619337759,0.118469560340491
256,20,7.8125,-0.00818475316683398,0.126937878621874,0.135122631788708
256,14,5.46875,0.00870652292535148,0.147853995558298,0.139147472632946
256,24,9.375,-0.0255440145384887,0.111177271096616,0.136721285635105
256,13,5.078125,-0.0132766773749516,0.117484961801674,0.130761639176625
256,13,5.078125,-0.00731372119887896,0.123324745336445,0.130638466535324
256,14,5.46875,0.0145655501721489,0.139782794975948,0.125217244803799
256,18,7.03125,0.0173309382175802,0.148566757682485,0.131235819464905
256,17,6.640625,0.00236816817275759,0.137555433115911,0.135187264943154
256,15,5.859375,0.0104373947802339,0.128606894467994,0.11816949968776
256,23,8.984375,-0.0289888066360942,0.115421130728837,0.144409937364932
256,17,6.640625,0.0112028518918818,0.138918156525677,0.127715304633795
256,9,3.515625,-0.00790625817566807,0.105902355075169,0.113808613250837
256,21,8.203125,-0.00988172543051478,0.128271365972263,0.138153091402778
256,23,8.984375,-0.0151868065894202,0.134860357898612,0.150047164488033
256,19,7.421875,-0.0181826136658597,0.116683862158325,0.134866475824185
256,16,6.25,-0.000672690011649814,0.140334957610739,0.141007647622389
256,6,2.34375,0.0153108231562428,0.126554201303519,0.111243378147276
256,11,4.296875,0.0123693137452949,0.137242276493808,0.124872962748513
256,22,8.59375,0.0151433529797703,0.153613176375671,0.138469823395901
256,15,5.859375,0.0165319428128699,0.139922691884627,0.123390749071757
256,23,8.984375,-0.0305279641695456,0.112521032944258,0.143048997113803
256,7,2.734375,0.0119593559052527,0.131179097838267,0.119219741933015
256,13,5.078125,-0.00936906670277613,0.103414041958358,0.112783108661134
256,14,5.46875,0.00380321968288289,0.10400022499316,0.100197005310277
256,16,6.25,-0.00911831671033479,0.111459246827147,0.120577563537482
256,25,9.765625,-0.0302449879765473,0.118989555118618,0.149234543095165
256,15,5.859375,0.0272254063093006,0.145798162263025,0.118572755953724
256,22,8.59375,0.0168836337274333,0.151242593631568,0.134358959904134
256,11,4.296875,0.00131306345373886,0.122592672546715,0.121279609092976
256,15,5.859375,-0.00907508287377629,0.112681203501867,0.121756286375643
256,23,8.984375,-0.0182857816895988,0.124731351195623,0.143017132885222
256,13,5.078125,0.0426612098768459,0.156174364743324,0.113513154866478
256,21,8.203125,0.00551405188529891,0.144719408550968,0.139205356665669
256,20,7.8125,-0.0160485951055104,0.123704990085424,0.139753585190934
256,15,5.859375,-0.0192606062261126,0.100010807024486,0.119271413250598
256,26,10.15625,-0.0407824044777547,0.104615441164511,0.145397845642266
256,12,4.6875,-0.00660131352862035,0.113904685669775,0.120505999198395
256,9,3.515625,0.0328259230015325,0.148431172549724,0.115605249548192
256,11,4.296875,0.0109886262402478,0.120076456901675,0.109087830661427
256,26,10.15625,-0.0224502946097779,0.116006100419687,0.138456395029465
256,22,8.59375,0.0287153882934523,0.15832197460267,0.129606586309218
256,12,4.6875,-0.0223987737585497,0.121123747946731,0.143522521705281
256,19,7.421875,0.00484312184123188,0.129093620341025,0.124250498499793
256,21,8.203125,-0.0160146253012811,0.108487495656977,0.124502120958258
256,15,5.859375,0.0298128102119716,0.146265019672278,0.116452209460306
256,19,7.421875,-0.0157592571046684,0.126422232929475,0.142181490034143
256,27,10.546875,-0.0363670637607548,0.100684874702445,0.1370519384632
256,12,4.6875,0.00691737733767111,0.116984225350715,0.110066848013044
256,22,8.59375,-0.00151492310885372,0.134441548383495,0.135956471492349
256,21,8.203125,-0.0145044046654043,0.113854221638149,0.128358626303553
256,22,8.59375,0.0309346288866137,0.152818022451209,0.121883393564595
256,11,4.296875,0.00521449650779677,0.110727735911343,0.105513239403546
256,21,8.203125,-0.00195171210223815,0.135631569101905,0.137583281204143
256,24,9.375,-0.00604447058494815,0.132352045981432,0.13839651656638
256,15,5.859375,-0.00387438152800788,0.133653438608643,0.137527820136651
256,14,5.46875,-0.00209405424392683,0.129095850828452,0.131189905072379
256,13,5.078125,-0.0178159792148835,0.114441923778071,0.132257902992955
256,18,7.03125,0.00537359663918219,0.141179838429215,0.135806241790033
256,32,12.5,-0.0170261530270115,0.125314840936018,0.142340993963029
256,12,4.6875,-0.00346868095164822,0.119079210523246,0.122547891474894
256,12,4.6875,-0.0131190086401378,0.113965593300706,0.127084601940843
256,23,8.984375,-0.0129595058009828,0.117791091769975,0.130750597570958
256,14,5.46875,-0.012601973315408,0.118443060505751,0.131045033821159
256,21,8.203125,0.0257152970608202,0.172334339880829,0.146619042820009
256,16,6.25,0.000588651876094871,0.135641049043582,0.135052397167487
256,22,8.59375,0.00600795596596906,0.146137460296257,0.140129504330288
256,17,6.640625,0.0140553907868432,0.140627572243881,0.126572181457038
256,8,3.125,0.019065137465344,0.110401935505346,0.0913367980400017
256,22,8.59375,0.0112404534278047,0.130640107421582,0.119399653993777
256,15,5.859375,0.00962674160544612,0.121944253904889,0.112317512299443
256,13,5.078125,-0.0169349592641409,0.103019964759599,0.11995492402374
256,26,10.15625,-0.0221688451601134,0.10888689607221,0.131055741232323
256,9,3.515625,0.028767855060567,0.150031060323397,0.12126320526283
